tipo_eleccion,municipios,mean_pct_15,sd_pct_15,min_pct_15,max_pct_15,mean_pct_20,mean_spei12
GENERALES,312,81.4956849822267,35.684045200115754,0,100,63.445904367015316,-2.1520355190284763
PASO,312,86.11284215033102,29.364744638157195,0,100,72.75316246116938,-2.268180905823381
